desc1,desc2,value,date
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1988
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1989
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1990
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1991
Cereal Products,"Invalid foods, slimming foods and sports foods",1,1992
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1993
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1994
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1995
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1996
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1997
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1998
Cereal Products,"Invalid foods, slimming foods and sports foods",0,1999
Cereal Products,"Invalid foods, slimming foods and sports foods",1,2000
Cereal Products,"Invalid foods, slimming foods and sports foods",2,2001
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2002
Cereal Products,"Invalid foods, slimming foods and sports foods",5,2003
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2004
Cereal Products,"Invalid foods, slimming foods and sports foods",2,2005
Cereal Products,"Invalid foods, slimming foods and sports foods",5,2006
Cereal Products,"Invalid foods, slimming foods and sports foods",3,2007
Cereal Products,"Invalid foods, slimming foods and sports foods",3,2008
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2009
Cereal Products,"Invalid foods, slimming foods and sports foods",3,2010
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2011
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2012
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2013
Cereal Products,"Invalid foods, slimming foods and sports foods",4,2014
Cereal Products,Infant cereal foods,5,1974
Cereal Products,Infant cereal foods,4,1975
Cereal Products,Infant cereal foods,5,1976
Cereal Products,Infant cereal foods,4,1977
Cereal Products,Infant cereal foods,5,1978
Cereal Products,Infant cereal foods,5,1979
Cereal Products,Infant cereal foods,4,1980
Cereal Products,Infant cereal foods,4,1981
Cereal Products,Infant cereal foods,4,1982
Cereal Products,Infant cereal foods,4,1983
Cereal Products,Infant cereal foods,4,1984
Cereal Products,Infant cereal foods,5,1985
Cereal Products,Infant cereal foods,4,1986
Cereal Products,Infant cereal foods,4,1987
Cereal Products,Infant cereal foods,4,1988
Cereal Products,Infant cereal foods,4,1989
Cereal Products,Infant cereal foods,4,1990
Cereal Products,Infant cereal foods,3,1991
Cereal Products,Infant cereal foods,3,1992
Cereal Products,Infant cereal foods,3,1993
Cereal Products,Infant cereal foods,2,1994
Cereal Products,Infant cereal foods,2,1995
Cereal Products,Infant cereal foods,1,1996
Cereal Products,Infant cereal foods,3,1997
Cereal Products,Infant cereal foods,2,1998
Cereal Products,Infant cereal foods,1,1999
Cereal Products,Infant cereal foods,2,2000
Cereal Products,Infant cereal foods,1,2001
Cereal Products,Infant cereal foods,1,2002
Cereal Products,Infant cereal foods,1,2003
Cereal Products,Infant cereal foods,1,2004
Cereal Products,Infant cereal foods,1,2005
Cereal Products,Infant cereal foods,1,2006
Cereal Products,Infant cereal foods,1,2007
Cereal Products,Infant cereal foods,1,2008
Cereal Products,Infant cereal foods,1,2009
Cereal Products,Infant cereal foods,1,2010
Cereal Products,Infant cereal foods,1,2011
Cereal Products,Infant cereal foods,1,2012
Cereal Products,Infant cereal foods,1,2013
Cereal Products,Infant cereal foods,1,2014
Cereal Products,Cakes and pastries - frozen,4,1974
Cereal Products,Cakes and pastries - frozen,5,1975
Cereal Products,Cakes and pastries - frozen,6,1976
Cereal Products,Cakes and pastries - frozen,7,1977
Cereal Products,Cakes and pastries - frozen,8,1978
Cereal Products,Cakes and pastries - frozen,9,1979
Cereal Products,Cakes and pastries - frozen,11,1980
Cereal Products,Cakes and pastries - frozen,12,1981
Cereal Products,Cakes and pastries - frozen,13,1982
Cereal Products,Cakes and pastries - frozen,9,1983
Cereal Products,Cakes and pastries - frozen,10,1984
Cereal Products,Cakes and pastries - frozen,13,1985
Cereal Products,Cakes and pastries - frozen,12,1986
Cereal Products,Cakes and pastries - frozen,13,1987
Cereal Products,Cakes and pastries - frozen,15,1988
Cereal Products,Cakes and pastries - frozen,17,1989
Cereal Products,Cakes and pastries - frozen,18,1990
Cereal Products,Cakes and pastries - frozen,16,1991
Cereal Products,Cakes and pastries - frozen,21,1992
Cereal Products,Cakes and pastries - frozen,23,1993
Cereal Products,Cakes and pastries - frozen,24,1994
Cereal Products,Cakes and pastries - frozen,26,1995
Cereal Products,Cakes and pastries - frozen,21,1996
Cereal Products,Cakes and pastries - frozen,18,1997
Cereal Products,Cakes and pastries - frozen,16,1998
Cereal Products,Cakes and pastries - frozen,17,1999
Cereal Products,Cakes and pastries - frozen,18,2000
Cereal Products,Cakes and pastries - frozen,14,2001
Cereal Products,Cakes and pastries - frozen,12,2002
Cereal Products,Cakes and pastries - frozen,13,2003
Cereal Products,Cakes and pastries - frozen,9,2004
Cereal Products,Cakes and pastries - frozen,8,2005
Cereal Products,Cakes and pastries - frozen,8,2006
Cereal Products,Cakes and pastries - frozen,8,2007
Cereal Products,Cakes and pastries - frozen,10,2008
Cereal Products,Cakes and pastries - frozen,10,2009
Cereal Products,Cakes and pastries - frozen,8,2010
Cereal Products,Cakes and pastries - frozen,7,2011
Cereal Products,Cakes and pastries - frozen,11,2012
Cereal Products,Cakes and pastries - frozen,9,2013
Cereal Products,Cakes and pastries - frozen,9,2014
Cereal Products,Pasta,31,1974
Cereal Products,Pasta,15,1975
Cereal Products,Pasta,15,1976
Cereal Products,Pasta,16,1977
Cereal Products,Pasta,16,1978
Cereal Products,Pasta,17,1979
Cereal Products,Pasta,18,1980
Cereal Products,Pasta,17,1981
Cereal Products,Pasta,18,1982
Cereal Products,Pasta,38,1983
Cereal Products,Pasta,35,1984
Cereal Products,Pasta,34,1985
Cereal Products,Pasta,36,1986
Cereal Products,Pasta,35,1987
Cereal Products,Pasta,34,1988
Cereal Products,Pasta,36,1989
Cereal Products,Pasta,32,1990
Cereal Products,Pasta,31,1991
Cereal Products,Pasta,34,1992
Cereal Products,Pasta,33,1993
Cereal Products,Pasta,33,1994
Cereal Products,Pasta,33,1995
Cereal Products,Pasta,37,1996
Cereal Products,Pasta,32,1997
Cereal Products,Pasta,58,1998
Cereal Products,Pasta,64,1999
Cereal Products,Pasta,73,2000
Cereal Products,Pasta,89,2001
Cereal Products,Pasta,88,2002
Cereal Products,Pasta,83,2003
Cereal Products,Pasta,81,2004
Cereal Products,Pasta,89,2005
Cereal Products,Pasta,87,2006
Cereal Products,Pasta,92,2007
Cereal Products,Pasta,91,2008
Cereal Products,Pasta,91,2009
Cereal Products,Pasta,95,2010
Cereal Products,Pasta,91,2011
Cereal Products,Pasta,91,2012
Cereal Products,Pasta,90,2013
Cereal Products,Pasta,87,2014
Cereal Products,Pizza,0,1974
Cereal Products,Pizza,4,1975
Cereal Products,Pizza,4,1976
Cereal Products,Pizza,4,1977
Cereal Products,Pizza,4,1978
Cereal Products,Pizza,4,1979
Cereal Products,Pizza,4,1980
Cereal Products,Pizza,4,1981
Cereal Products,Pizza,4,1982
Cereal Products,Pizza,14,1983
Cereal Products,Pizza,16,1984
Cereal Products,Pizza,17,1985
Cereal Products,Pizza,20,1986
Cereal Products,Pizza,22,1987
Cereal Products,Pizza,26,1988
Cereal Products,Pizza,31,1989
Cereal Products,Pizza,35,1990
Cereal Products,Pizza,35,1991
Cereal Products,Pizza,36,1992
Cereal Products,Pizza,39,1993
Cereal Products,Pizza,38,1994
Cereal Products,Pizza,51,1995
Cereal Products,Pizza,55,1996
Cereal Products,Pizza,57,1997
Cereal Products,Pizza,57,1998
Cereal Products,Pizza,62,1999
Cereal Products,Pizza,57,2000
Cereal Products,Pizza,70,2001
Cereal Products,Pizza,66,2002
Cereal Products,Pizza,67,2003
Cereal Products,Pizza,69,2004
Cereal Products,Pizza,74,2005
Cereal Products,Pizza,70,2006
Cereal Products,Pizza,73,2007
Cereal Products,Pizza,70,2008
Cereal Products,Pizza,71,2009
Cereal Products,Pizza,76,2010
Cereal Products,Pizza,76,2011
Cereal Products,Pizza,80,2012
Cereal Products,Pizza,78,2013
Cereal Products,Pizza,75,2014
Cereal Products,Other cereal convenience foods,41,1974
Cereal Products,Other cereal convenience foods,53,1975
Cereal Products,Other cereal convenience foods,55,1976
Cereal Products,Other cereal convenience foods,59,1977
Cereal Products,Other cereal convenience foods,63,1978
Cereal Products,Other cereal convenience foods,67,1979
Cereal Products,Other cereal convenience foods,71,1980
Cereal Products,Other cereal convenience foods,73,1981
Cereal Products,Other cereal convenience foods,75,1982
Cereal Products,Other cereal convenience foods,34,1983
Cereal Products,Other cereal convenience foods,34,1984
Cereal Products,Other cereal convenience foods,35,1985
Cereal Products,Other cereal convenience foods,38,1986
Cereal Products,Other cereal convenience foods,40,1987
Cereal Products,Other cereal convenience foods,38,1988
Cereal Products,Other cereal convenience foods,40,1989
Cereal Products,Other cereal convenience foods,39,1990
Cereal Products,Other cereal convenience foods,51,1991
Cereal Products,Other cereal convenience foods,54,1992
Cereal Products,Other cereal convenience foods,41,1993
Cereal Products,Other cereal convenience foods,42,1994
Cereal Products,Other cereal convenience foods,47,1995
Cereal Products,Other cereal convenience foods,57,1996
Cereal Products,Other cereal convenience foods,58,1997
Cereal Products,Other cereal convenience foods,51,1998
Cereal Products,Other cereal convenience foods,49,1999
Cereal Products,Other cereal convenience foods,62,2000
Cereal Products,Other cereal convenience foods,70,2001
Cereal Products,Other cereal convenience foods,73,2002
Cereal Products,Other cereal convenience foods,70,2003
Cereal Products,Other cereal convenience foods,68,2004
Cereal Products,Other cereal convenience foods,71,2005
Cereal Products,Other cereal convenience foods,76,2006
Cereal Products,Other cereal convenience foods,71,2007
Cereal Products,Other cereal convenience foods,75,2008
Cereal Products,Other cereal convenience foods,79,2009
Cereal Products,Other cereal convenience foods,84,2010
Cereal Products,Other cereal convenience foods,79,2011
Cereal Products,Other cereal convenience foods,72,2012
Cereal Products,Other cereal convenience foods,81,2013
Cereal Products,Other cereal convenience foods,89,2014
Cereal Products,Other cereals,6,1974
Cereal Products,Other cereals,6,1975
Cereal Products,Other cereals,8,1976
Cereal Products,Other cereals,7,1977
Cereal Products,Other cereals,9,1978
Cereal Products,Other cereals,8,1979
Cereal Products,Other cereals,11,1980
Cereal Products,Other cereals,10,1981
Cereal Products,Other cereals,9,1982
Cereal Products,Other cereals,11,1983
Cereal Products,Other cereals,11,1984
Cereal Products,Other cereals,10,1985
Cereal Products,Other cereals,15,1986
Cereal Products,Other cereals,14,1987
Cereal Products,Other cereals,15,1988
Cereal Products,Other cereals,16,1989
Cereal Products,Other cereals,16,1990
Cereal Products,Other cereals,16,1991
Cereal Products,Other cereals,20,1992
Cereal Products,Other cereals,20,1993
Cereal Products,Other cereals,20,1994
Cereal Products,Other cereals,22,1995
Cereal Products,Other cereals,26,1996
Cereal Products,Other cereals,28,1997
Cereal Products,Other cereals,3,1998
Cereal Products,Other cereals,2,1999
Cereal Products,Other cereals,3,2000
Cereal Products,Other cereals,5,2001
Cereal Products,Other cereals,6,2002
Cereal Products,Other cereals,4,2003
Cereal Products,Other cereals,4,2004
Cereal Products,Other cereals,5,2005
Cereal Products,Other cereals,7,2006
Cereal Products,Other cereals,6,2007
Cereal Products,Other cereals,6,2008
Cereal Products,Other cereals,7,2009
Cereal Products,Other cereals,6,2010
Cereal Products,Other cereals,7,2011
Cereal Products,Other cereals,7,2012
Cereal Products,Other cereals,6,2013
Cereal Products,Other cereals,7,2014
